student_id,task,skill_id,success,step
450,2,0,0,1
450,2,0,0,2
450,4,0,0,3
450,5,1,0,4
450,6,0,0,5
450,0,0,1,6
450,3,1,1,7
450,0,0,1,8
450,1,1,0,9
450,3,1,0,10
450,5,1,1,11
451,5,1,0,1
451,4,0,0,2
451,4,0,0,3
451,3,1,0,4
451,5,1,0,5
451,6,0,0,6
451,4,0,1,7
451,1,1,1,8
451,7,1,0,9
452,5,1,0,1
452,7,1,0,2
452,0,0,1,3
452,4,0,0,4
452,3,1,1,5
452,5,1,0,6
452,7,1,0,7
452,7,1,0,8
452,1,1,1,9
452,4,0,0,10
452,0,0,1,11
453,2,0,0,1
453,7,1,0,2
453,0,0,0,3
453,3,1,0,4
453,4,0,0,5
453,2,0,1,6
453,6,0,0,7
453,4,0,1,8
453,0,0,1,9
453,2,0,1,10
453,1,1,1,11
453,7,1,0,12
454,3,1,1,1
454,1,1,1,2
454,6,0,1,3
454,0,0,1,4
454,1,1,1,5
454,6,0,0,6
454,1,1,1,7
455,2,0,0,1
455,6,0,0,2
455,2,0,1,3
455,6,0,0,4
455,3,1,0,5
455,3,1,1,6
455,6,0,1,7
455,2,0,1,8
455,0,0,1,9
455,4,0,1,10
455,1,1,1,11
455,0,0,1,12
455,1,1,1,13
456,6,0,0,1
456,1,1,1,2
456,0,0,1,3
456,1,1,1,4
456,6,0,0,5
456,5,1,0,6
456,0,0,1,7
456,1,1,1,8
456,7,1,0,9
457,6,0,0,1
457,1,1,0,2
457,3,1,0,3
457,5,1,0,4
457,7,1,0,5
457,0,0,1,6
457,5,1,1,7
457,7,1,0,8
457,1,1,1,9
457,5,1,0,10
457,3,1,1,11
457,3,1,1,12
457,5,1,1,13
457,3,1,1,14
457,1,1,1,15
457,6,0,0,16
457,4,0,0,17
458,7,1,0,1
458,5,1,1,2
458,6,0,0,3
458,6,0,0,4
458,0,0,0,5
458,0,0,1,6
458,2,0,1,7
458,0,0,1,8
458,3,1,1,9
459,5,1,0,1
459,4,0,1,2
459,0,0,0,3
459,1,1,0,4
459,3,1,0,5
459,1,1,0,6
459,3,1,1,7
459,1,1,0,8
459,2,0,0,9
459,1,1,1,10
459,7,1,0,11
459,0,0,1,12
459,4,0,0,13
460,3,1,0,1
460,3,1,1,2
460,0,0,0,3
460,7,1,0,4
460,4,0,0,5
460,7,1,1,6
460,0,0,0,7
460,0,0,0,8
460,7,1,0,9
460,6,0,0,10
460,1,1,1,11
460,2,0,1,12
461,0,0,1,1
461,3,1,0,2
461,0,0,0,3
461,1,1,1,4
461,6,0,0,5
461,1,1,1,6
461,5,1,1,7
461,7,1,0,8
461,7,1,1,9
461,1,1,1,10
461,0,0,1,11
461,1,1,1,12
461,6,0,0,13
462,7,1,0,1
462,4,0,0,2
462,1,1,1,3
462,6,0,0,4
462,0,0,0,5
462,6,0,0,6
462,6,0,0,7
462,3,1,1,8
462,1,1,1,9
463,3,1,0,1
463,6,0,0,2
463,6,0,0,3
463,0,0,1,4
463,7,1,0,5
463,5,1,0,6
463,3,1,0,7
463,0,0,1,8
463,1,1,1,9
463,0,0,1,10
464,0,0,0,1
464,4,0,0,2
464,7,1,0,3
464,7,1,0,4
464,5,1,1,5
464,7,1,0,6
464,3,1,1,7
464,5,1,1,8
464,0,0,1,9
464,3,1,1,10
464,5,1,1,11
464,7,1,1,12
464,2,0,0,13
464,7,1,0,14
464,4,0,1,15
465,1,1,1,1
465,1,1,1,2
465,3,1,0,3
465,3,1,1,4
465,7,1,0,5
465,6,0,0,6
465,0,0,1,7
465,6,0,0,8
465,0,0,1,9
466,7,1,0,1
466,0,0,1,2
466,3,1,0,3
466,0,0,1,4
466,3,1,0,5
466,5,1,0,6
466,2,0,0,7
466,7,1,0,8
466,6,0,1,9
467,6,0,0,1
467,3,1,0,2
467,7,1,0,3
467,6,0,0,4
467,6,0,0,5
467,1,1,1,6
467,6,0,0,7
467,2,0,0,8
467,0,0,1,9
467,2,0,1,10
467,1,1,1,11
467,6,0,1,12
467,7,1,0,13
468,6,0,0,1
468,1,1,1,2
468,4,0,0,3
468,1,1,0,4
468,1,1,1,5
468,3,1,0,6
468,6,0,0,7
468,4,0,0,8
468,5,1,0,9
469,5,1,0,1
469,4,0,0,2
469,6,0,0,3
469,7,1,0,4
469,7,1,0,5
469,2,0,0,6
469,1,1,1,7
469,7,1,0,8
469,0,0,0,9
469,6,0,0,10
470,4,0,0,1
470,2,0,1,2
470,3,1,0,3
470,1,1,0,4
470,0,0,1,5
470,6,0,1,6
470,5,1,0,7
470,6,0,1,8
470,4,0,1,9
470,0,0,1,10
470,1,1,1,11
