student_id,task,skill_id,success,step
0,3,1,1,1
0,3,1,1,2
0,3,1,0,3
0,2,0,0,4
0,1,1,1,5
0,2,0,0,6
0,2,0,0,7
0,3,1,0,8
0,2,0,0,9
0,1,1,1,10
0,1,1,0,11
0,0,0,1,12
0,3,1,1,13
0,3,1,1,14
0,0,0,0,15
1,3,1,1,1
1,1,1,0,2
1,2,0,0,3
1,2,0,0,4
1,3,1,1,5
1,2,0,0,6
1,0,0,0,7
1,3,1,0,8
1,2,0,1,9
2,0,0,1,1
2,0,0,1,2
2,0,0,0,3
2,3,1,0,4
2,2,0,1,5
2,1,1,1,6
2,0,0,1,7
2,3,1,0,8
2,3,1,1,9
3,3,1,0,1
3,0,0,1,2
3,3,1,0,3
3,1,1,1,4
3,1,1,1,5
3,0,0,1,6
3,0,0,1,7
3,3,1,1,8
3,3,1,1,9
3,2,0,1,10
4,2,0,0,1
4,2,0,1,2
4,2,0,1,3
4,1,1,0,4
4,2,0,1,5
4,2,0,0,6
4,0,0,1,7
4,3,1,1,8
4,0,0,1,9
4,1,1,1,10
4,0,0,1,11
4,0,0,1,12
4,1,1,1,13
4,2,0,1,14
4,0,0,1,15
4,1,1,0,16
5,3,1,0,1
5,2,0,0,2
5,3,1,0,3
5,3,1,0,4
5,3,1,1,5
5,3,1,1,6
5,3,1,1,7
5,2,0,0,8
5,2,0,1,9
5,1,1,1,10
5,0,0,1,11
5,3,1,1,12
5,1,1,1,13
5,2,0,0,14
6,2,0,0,1
6,1,1,0,2
6,1,1,1,3
6,2,0,0,4
6,1,1,1,5
6,2,0,1,6
6,3,1,0,7
6,3,1,0,8
6,3,1,0,9
6,3,1,0,10
6,3,1,0,11
6,1,1,1,12
6,0,0,1,13
6,3,1,1,14
6,2,0,1,15
7,3,1,1,1
7,3,1,0,2
7,2,0,0,3
7,1,1,1,4
7,2,0,0,5
7,0,0,1,6
7,3,1,1,7
7,3,1,0,8
7,3,1,0,9
7,1,1,1,10
7,3,1,1,11
