student_id,task,skill_id,success,step
450,0,0,0,1
450,0,0,0,2
450,1,1,0,3
450,1,1,0,4
450,2,0,1,5
450,2,1,1,5
450,2,0,1,6
450,2,1,1,6
450,1,1,0,7
450,3,0,0,8
450,3,1,0,8
451,2,0,0,1
451,2,1,0,1
451,1,1,1,2
451,3,0,0,3
451,3,1,0,3
451,0,0,0,4
451,3,0,1,5
451,3,1,1,5
451,1,1,0,6
451,1,1,1,7
451,1,1,1,8
451,3,0,1,9
451,3,1,1,9
452,0,0,1,1
452,3,0,0,2
452,3,1,0,2
452,1,1,1,3
452,2,0,0,4
452,2,1,0,4
452,2,0,1,5
452,2,1,1,5
452,2,0,0,6
452,2,1,0,6
452,0,0,0,7
452,1,1,0,8
453,1,1,0,1
453,1,1,0,2
453,0,0,0,3
453,1,1,0,4
453,2,0,1,5
453,2,1,1,5
453,3,0,0,6
453,3,1,0,6
453,2,0,1,7
453,2,1,1,7
453,1,1,1,8
453,0,0,1,9
454,3,0,0,1
454,3,1,0,1
454,3,0,1,2
454,3,1,1,2
454,0,0,0,3
454,3,0,0,4
454,3,1,0,4
454,0,0,0,5
454,1,1,1,6
455,3,0,0,1
455,3,1,0,1
455,1,1,1,2
455,0,0,0,3
455,1,1,1,4
455,0,0,1,5
455,1,1,1,6
455,2,0,1,7
455,2,1,1,7
455,2,0,1,8
455,2,1,1,8
456,2,0,1,1
456,2,1,1,1
456,2,0,0,2
456,2,1,0,2
456,1,1,1,3
456,3,0,0,4
456,3,1,0,4
456,2,0,0,5
456,2,1,0,5
456,3,0,1,6
456,3,1,1,6
457,3,0,0,1
457,3,1,0,1
457,2,0,0,2
457,2,1,0,2
457,0,0,1,3
457,0,0,0,4
457,0,0,0,5
457,0,0,0,6
457,0,0,1,7
457,0,0,0,8
457,3,0,0,9
457,3,1,0,9
457,0,0,1,10
457,3,0,1,11
457,3,1,1,11
457,1,1,1,12
458,2,0,0,1
458,2,1,0,1
458,3,0,0,2
458,3,1,0,2
458,1,1,1,3
458,2,0,0,4
458,2,1,0,4
458,0,0,1,5
458,3,0,0,6
458,3,1,0,6
459,2,0,0,1
459,2,1,0,1
459,1,1,0,2
459,1,1,1,3
459,1,1,0,4
459,3,0,0,5
459,3,1,0,5
459,0,0,0,6
459,2,0,0,7
459,2,1,0,7
459,3,0,0,8
459,3,1,0,8
459,3,0,0,9
459,3,1,0,9
459,1,1,1,10
459,3,0,0,11
459,3,1,0,11
460,3,0,0,1
460,3,1,0,1
460,0,0,0,2
460,2,0,0,3
460,2,1,0,3
460,1,1,0,4
460,0,0,0,5
460,1,1,1,6
460,3,0,0,7
460,3,1,0,7
460,2,0,0,8
460,2,1,0,8
460,2,0,0,9
460,2,1,0,9
461,1,1,0,1
461,0,0,0,2
461,3,0,0,3
461,3,1,0,3
461,3,0,1,4
461,3,1,1,4
461,3,0,0,5
461,3,1,0,5
461,3,0,0,6
461,3,1,0,6
462,1,1,1,1
462,1,1,0,2
462,2,0,0,3
462,2,1,0,3
462,0,0,1,4
