student_id,task,skill_id,success,step
450,5,0,0,1
450,5,1,0,1
450,0,0,0,2
450,0,1,0,2
450,3,2,1,3
450,2,1,0,4
450,2,2,0,4
450,5,0,1,5
450,5,1,1,5
450,2,1,0,6
450,2,2,0,6
450,5,0,1,7
450,5,1,1,7
450,5,0,1,8
450,5,1,1,8
450,4,0,0,9
450,4,2,0,9
450,0,0,0,10
450,0,1,0,10
450,4,0,0,11
450,4,2,0,11
451,5,0,0,1
451,5,1,0,1
451,5,0,0,2
451,5,1,0,2
451,3,2,1,3
451,2,1,0,4
451,2,2,0,4
451,2,1,1,5
451,2,2,1,5
451,4,0,0,6
451,4,2,0,6
451,2,1,0,7
451,2,2,0,7
451,1,0,1,8
451,3,2,1,9
451,5,0,1,10
451,5,1,1,10
452,4,0,0,1
452,4,2,0,1
452,0,0,0,2
452,0,1,0,2
452,3,2,0,3
452,5,0,0,4
452,5,1,0,4
452,3,2,0,5
452,5,0,0,6
452,5,1,0,6
452,0,0,0,7
452,0,1,0,7
452,2,1,1,8
452,2,2,1,8
452,7,0,0,9
452,7,1,0,9
452,7,2,0,9
453,6,1,1,1
453,4,0,0,2
453,4,2,0,2
453,0,0,0,3
453,0,1,0,3
453,6,1,0,4
453,4,0,0,5
453,4,2,0,5
453,4,0,0,6
453,4,2,0,6
453,3,2,1,7
453,6,1,1,8
453,4,0,1,9
453,4,2,1,9
453,0,0,0,10
453,0,1,0,10
453,4,0,1,11
453,4,2,1,11
453,7,0,0,12
453,7,1,0,12
453,7,2,0,12
454,2,1,0,1
454,2,2,0,1
454,1,0,0,2
454,3,2,1,3
454,3,2,1,4
454,1,0,1,5
454,6,1,0,6
454,1,0,1,7
454,5,0,1,8
454,5,1,1,8
454,1,0,1,9
454,5,0,1,10
454,5,1,1,10
454,4,0,0,11
454,4,2,0,11
454,1,0,1,12
454,4,0,0,13
454,4,2,0,13
455,6,1,1,1
455,0,0,0,2
455,0,1,0,2
455,0,0,0,3
455,0,1,0,3
455,0,0,0,4
455,0,1,0,4
455,5,0,0,5
455,5,1,0,5
455,4,0,1,6
455,4,2,1,6
455,1,0,1,7
455,0,0,1,8
455,0,1,1,8
455,2,1,0,9
455,2,2,0,9
455,7,0,0,10
455,7,1,0,10
455,7,2,0,10
455,2,1,1,11
455,2,2,1,11
456,3,2,0,1
456,1,0,0,2
456,7,0,0,3
456,7,1,0,3
456,7,2,0,3
456,3,2,1,4
456,7,0,1,5
456,7,1,1,5
456,7,2,1,5
456,2,1,1,6
456,2,2,1,6
456,3,2,0,7
456,5,0,0,8
456,5,1,0,8
457,7,0,0,1
457,7,1,0,1
457,7,2,0,1
457,2,1,0,2
457,2,2,0,2
457,3,2,1,3
457,5,0,0,4
457,5,1,0,4
457,3,2,1,5
457,6,1,0,6
457,4,0,0,7
457,4,2,0,7
457,2,1,1,8
457,2,2,1,8
457,3,2,1,9
457,3,2,1,10
457,0,0,0,11
457,0,1,0,11
457,0,0,1,12
457,0,1,1,12
458,0,0,0,1
458,0,1,0,1
458,7,0,0,2
458,7,1,0,2
458,7,2,0,2
458,0,0,1,3
458,0,1,1,3
458,6,1,1,4
458,7,0,0,5
458,7,1,0,5
458,7,2,0,5
458,1,0,0,6
458,2,1,1,7
458,2,2,1,7
458,7,0,0,8
458,7,1,0,8
458,7,2,0,8
459,5,0,0,1
459,5,1,0,1
459,7,0,0,2
459,7,1,0,2
459,7,2,0,2
459,0,0,1,3
459,0,1,1,3
459,1,0,1,4
459,6,1,1,5
459,4,0,0,6
459,4,2,0,6
459,6,1,1,7
