student_id,task,skill_id,success,step
0,0,0,0,1
0,0,1,0,1
0,1,0,1,2
0,7,0,0,3
0,7,1,0,3
0,7,2,0,3
0,5,0,0,4
0,5,1,0,4
0,5,0,1,5
0,5,1,1,5
0,0,0,1,6
0,0,1,1,6
0,7,0,0,7
0,7,1,0,7
0,7,2,0,7
0,0,0,1,8
0,0,1,1,8
0,7,0,0,9
0,7,1,0,9
0,7,2,0,9
0,2,1,1,10
0,2,2,1,10
0,6,1,1,11
0,6,1,1,12
0,7,0,1,13
0,7,1,1,13
0,7,2,1,13
1,2,1,0,1
1,2,2,0,1
1,2,1,0,2
1,2,2,0,2
1,3,2,1,3
1,4,0,0,4
1,4,2,0,4
1,0,0,0,5
1,0,1,0,5
1,2,1,0,6
1,2,2,0,6
1,5,0,1,7
1,5,1,1,7
1,0,0,0,8
1,0,1,0,8
1,4,0,0,9
1,4,2,0,9
2,5,0,0,1
2,5,1,0,1
2,3,2,0,2
2,3,2,0,3
2,6,1,0,4
2,7,0,0,5
2,7,1,0,5
2,7,2,0,5
2,1,0,0,6
2,0,0,1,7
2,0,1,1,7
2,1,0,1,8
2,5,0,1,9
2,5,1,1,9
2,0,0,0,10
2,0,1,0,10
2,2,1,1,11
2,2,2,1,11
2,6,1,1,12
2,3,2,0,13
2,5,0,1,14
2,5,1,1,14
2,2,1,0,15
2,2,2,0,15
3,3,2,0,1
3,0,0,0,2
3,0,1,0,2
3,4,0,0,3
3,4,2,0,3
3,7,0,0,4
3,7,1,0,4
3,7,2,0,4
3,4,0,0,5
3,4,2,0,5
3,0,0,1,6
3,0,1,1,6
3,1,0,1,7
3,7,0,0,8
3,7,1,0,8
3,7,2,0,8
3,0,0,0,9
3,0,1,0,9
3,5,0,0,10
3,5,1,0,10
3,0,0,0,11
3,0,1,0,11
3,5,0,0,12
3,5,1,0,12
3,7,0,0,13
3,7,1,0,13
3,7,2,0,13
4,1,0,1,1
4,1,0,0,2
4,4,0,0,3
4,4,2,0,3
4,0,0,0,4
4,0,1,0,4
4,1,0,1,5
4,0,0,0,6
4,0,1,0,6
4,5,0,0,7
4,5,1,0,7
4,1,0,1,8
4,7,0,0,9
4,7,1,0,9
