student_id,task,skill_id,success,step
450,5,1,0,1
450,3,1,1,2
450,0,0,1,3
450,5,1,0,4
450,0,0,0,5
450,4,0,0,6
450,1,1,1,7
450,2,0,1,8
451,2,0,1,1
451,1,1,0,2
451,0,0,1,3
451,4,0,0,4
451,4,0,1,5
451,3,1,1,6
451,4,0,1,7
451,0,0,1,8
451,1,1,1,9
451,2,0,1,10
451,3,1,1,11
452,0,0,1,1
452,5,1,0,2
452,3,1,0,3
452,4,0,0,4
452,2,0,0,5
452,1,1,1,6
452,1,1,1,7
452,4,0,1,8
452,0,0,1,9
452,4,0,0,10
452,3,1,0,11
453,4,0,1,1
453,1,1,0,2
453,5,1,0,3
453,4,0,0,4
453,1,1,0,5
453,1,1,0,6
453,4,0,0,7
453,4,0,1,8
453,5,1,0,9
453,0,0,1,10
453,5,1,0,11
454,5,1,1,1
454,5,1,0,2
454,4,0,0,3
454,1,1,1,4
454,1,1,1,5
454,0,0,1,6
454,2,0,0,7
454,5,1,1,8
454,5,1,1,9
454,4,0,0,10
454,5,1,1,11
454,0,0,1,12
455,0,0,1,1
455,1,1,0,2
455,5,1,0,3
455,1,1,1,4
455,3,1,0,5
455,1,1,1,6
455,5,1,0,7
455,1,1,1,8
455,4,0,0,9
455,1,1,1,10
455,4,0,0,11
455,2,0,1,12
456,2,0,0,1
456,4,0,1,2
456,0,0,1,3
456,2,0,1,4
456,2,0,1,5
456,5,1,1,6
456,2,0,1,7
456,2,0,1,8
456,0,0,1,9
456,4,0,1,10
456,1,1,1,11
456,3,1,1,12
457,3,1,0,1
457,0,0,1,2
457,0,0,1,3
457,4,0,0,4
457,0,0,0,5
457,1,1,1,6
457,2,0,0,7
457,5,1,0,8
457,4,0,1,9
457,4,0,0,10
457,1,1,1,11
457,4,0,0,12
457,2,0,1,13
457,3,1,0,14
458,5,1,0,1
458,3,1,1,2
458,0,0,0,3
458,1,1,1,4
458,2,0,0,5
458,1,1,0,6
458,3,1,0,7
458,0,0,1,8
458,0,0,1,9
458,1,1,1,10
458,2,0,0,11
458,5,1,1,12
458,0,0,1,13
459,4,0,0,1
459,4,0,0,2
459,2,0,0,3
459,1,1,0,4
459,2,0,0,5
459,1,1,0,6
459,3,1,0,7
459,2,0,1,8
459,2,0,1,9
459,2,0,1,10
459,4,0,0,11
459,4,0,0,12
459,5,1,0,13
459,4,0,1,14
459,3,1,0,15
459,5,1,0,16
460,4,0,0,1
460,3,1,0,2
460,2,0,0,3
460,3,1,1,4
460,0,0,1,5
460,2,0,1,6
460,4,0,1,7
460,3,1,0,8
460,5,1,0,9
461,3,1,1,1
461,1,1,0,2
461,3,1,1,3
461,1,1,1,4
461,1,1,0,5
461,0,0,1,6
461,1,1,1,7
461,1,1,1,8
461,0,0,0,9
461,5,1,0,10
461,2,0,0,11
461,5,1,1,12
461,3,1,1,13
461,2,0,1,14
461,3,1,1,15
461,1,1,1,16
461,5,1,1,17
461,1,1,1,18
461,3,1,1,19
461,5,1,1,20
461,5,1,1,21
461,3,1,1,22
461,4,0,0,23
462,5,1,0,1
462,3,1,0,2
462,0,0,1,3
462,2,0,0,4
462,2,0,0,5
462,5,1,0,6
462,5,1,0,7
462,1,1,0,8
462,1,1,1,9
462,4,0,0,10
462,4,0,1,11
463,5,1,0,1
463,5,1,1,2
463,0,0,1,3
463,0,0,1,4
463,0,0,0,5
463,3,1,0,6
463,5,1,1,7
463,4,0,0,8
463,1,1,1,9
463,5,1,1,10
463,4,0,0,11
464,1,1,0,1
464,2,0,0,2
464,0,0,1,3
464,3,1,0,4
464,1,1,1,5
464,2,0,1,6
464,0,0,0,7
464,1,1,1,8
464,2,0,1,9
464,2,0,1,10
464,4,0,0,11
464,1,1,1,12
464,4,0,1,13
464,1,1,1,14
465,0,0,1,1
465,5,1,0,2
465,3,1,0,3
465,0,0,0,4
465,5,1,0,5
465,3,1,1,6
465,3,1,0,7
465,0,0,0,8
465,4,0,0,9
465,1,1,1,10
465,1,1,1,11
465,0,0,1,12
465,2,0,1,13
466,0,0,1,1
466,4,0,0,2
466,4,0,0,3
466,5,1,0,4
466,0,0,0,5
466,0,0,1,6
466,2,0,1,7
466,4,0,1,8
466,4,0,0,9
466,3,1,0,10
466,1,1,1,11
466,4,0,0,12
466,5,1,0,13
466,2,0,1,14
466,3,1,0,15
467,1,1,0,1
467,2,0,0,2
467,1,1,0,3
467,0,0,0,4
467,4,0,0,5
467,2,0,0,6
467,3,1,0,7
467,4,0,0,8
467,0,0,1,9
467,5,1,0,10
467,2,0,0,11
467,0,0,1,12
467,2,0,1,13
467,1,1,1,14
467,1,1,1,15
468,5,1,0,1
468,2,0,0,2
468,3,1,0,3
468,4,0,0,4
468,1,1,0,5
468,3,1,1,6
468,3,1,0,7
468,3,1,1,8
468,4,0,0,9
468,4,0,0,10
469,1,1,0,1
469,0,0,1,2
469,2,0,1,3
469,2,0,0,4
469,3,1,0,5
469,2,0,0,6
469,5,1,0,7
469,1,1,1,8
469,0,0,0,9
469,2,0,1,10
469,0,0,1,11
469,1,1,1,12
469,1,1,1,13
470,0,0,1,1
470,3,1,0,2
470,5,1,1,3
470,4,0,0,4
470,3,1,0,5
470,0,0,1,6
470,0,0,1,7
470,2,0,1,8
470,4,0,0,9
470,0,0,0,10
470,4,0,1,11
470,2,0,1,12
470,3,1,0,13
471,1,1,1,1
471,0,0,0,2
471,1,1,1,3
471,0,0,0,4
471,5,1,1,5
471,1,1,0,6
471,0,0,0,7
471,3,1,0,8
471,3,1,1,9
471,2,0,1,10
471,3,1,1,11
471,5,1,1,12
471,0,0,1,13
471,2,0,1,14
472,4,0,1,1
472,5,1,0,2
