student_id,task,skill_id,success,step
0,2,0,0,1
0,1,1,1,2
0,0,0,1,3
0,4,0,0,4
0,0,0,1,5
0,5,1,0,6
0,0,0,1,7
0,0,0,1,8
0,4,0,1,9
0,0,0,1,10
0,4,0,1,11
0,0,0,0,12
0,5,1,1,13
1,1,1,0,1
1,4,0,0,2
1,0,0,0,3
1,5,1,0,4
1,1,1,1,5
1,2,0,0,6
1,0,0,1,7
1,0,0,1,8
1,0,0,1,9
1,3,1,0,10
1,3,1,1,11
2,1,1,0,1
2,0,0,1,2
2,1,1,1,3
2,3,1,0,4
2,2,0,0,5
2,0,0,1,6
2,1,1,0,7
2,3,1,1,8
2,0,0,1,9
2,4,0,0,10
3,1,1,0,1
3,2,0,0,2
3,0,0,0,3
3,0,0,1,4
3,1,1,1,5
3,2,0,0,6
3,5,1,0,7
3,2,0,0,8
3,5,1,1,9
3,4,0,0,10
4,1,1,0,1
4,3,1,0,2
4,0,0,1,3
4,2,0,1,4
4,1,1,1,5
4,3,1,0,6
4,3,1,1,7
4,3,1,1,8
4,3,1,1,9
4,5,1,1,10
4,4,0,1,11
5,3,1,0,1
5,0,0,0,2
5,1,1,1,3
5,1,1,0,4
5,5,1,0,5
5,4,0,0,6
5,1,1,0,7
5,2,0,1,8
5,2,0,1,9
5,1,1,1,10
6,3,1,0,1
6,4,0,1,2
6,3,1,0,3
6,2,0,0,4
6,3,1,0,5
6,5,1,0,6
6,1,1,1,7
6,4,0,1,8
7,0,0,1,1
7,5,1,0,2
7,3,1,0,3
7,4,0,1,4
7,4,0,1,5
7,4,0,0,6
7,3,1,0,7
7,1,1,0,8
7,0,0,1,9
7,1,1,1,10
7,3,1,0,11
8,2,0,0,1
8,2,0,0,2
8,1,1,1,3
8,2,0,1,4
8,0,0,1,5
8,2,0,1,6
8,3,1,0,7
8,5,1,0,8
8,2,0,1,9
8,0,0,1,10
8,0,0,1,11
8,0,0,1,12
8,3,1,1,13
9,3,1,1,1
9,0,0,1,2
9,5,1,0,3
9,4,0,0,4
9,2,0,0,5
9,1,1,1,6
9,5,1,0,7
9,5,1,0,8
9,5,1,1,9
9,3,1,1,10
9,4,0,1,11
10,0,0,1,1
10,1,1,1,2
10,2,0,1,3
10,5,1,0,4
10,2,0,0,5
10,4,0,0,6
10,4,0,1,7
10,0,0,1,8
10,2,0,1,9
10,4,0,1,10
10,1,1,1,11
10,5,1,1,12
11,4,0,0,1
11,0,0,1,2
11,3,1,1,3
11,2,0,1,4
11,0,0,1,5
11,2,0,1,6
11,4,0,1,7
11,3,1,1,8
11,1,1,1,9
12,5,1,0,1
12,1,1,1,2
12,0,0,0,3
12,4,0,0,4
12,1,1,0,5
12,0,0,1,6
12,1,1,1,7
12,4,0,1,8
12,3,1,1,9
13,0,0,1,1
13,0,0,1,2
13,0,0,1,3
13,2,0,1,4
13,2,0,1,5
13,5,1,0,6
13,1,1,1,7
13,3,1,0,8
13,2,0,0,9
13,5,1,0,10
13,0,0,1,11
13,4,0,1,12
13,5,1,0,13
14,5,1,0,1
14,4,0,0,2
14,0,0,1,3
14,2,0,1,4
14,4,0,0,5
14,3,1,0,6
14,0,0,1,7
14,3,1,1,8
14,3,1,1,9
15,3,1,0,1
15,0,0,0,2
15,4,0,0,3
15,3,1,1,4
15,4,0,0,5
15,1,1,0,6
15,1,1,1,7
15,0,0,1,8
15,4,0,0,9
15,3,1,0,10
16,2,0,1,1
16,3,1,0,2
16,5,1,0,3
16,4,0,1,4
16,5,1,0,5
16,1,1,0,6
16,2,0,0,7
16,4,0,0,8
16,4,0,1,9
16,2,0,1,10
16,1,1,1,11
17,0,0,0,1
17,2,0,0,2
17,2,0,1,3
17,1,1,1,4
17,3,1,1,5
17,3,1,0,6
17,4,0,1,7
17,2,0,1,8
17,2,0,0,9
17,4,0,0,10
17,0,0,1,11
17,2,0,1,12
17,5,1,1,13
18,2,0,0,1
18,5,1,0,2
18,3,1,1,3
18,1,1,1,4
18,1,1,1,5
18,1,1,0,6
18,4,0,0,7
18,0,0,1,8
18,4,0,0,9
18,3,1,0,10
18,5,1,0,11
18,2,0,1,12
19,5,1,0,1
19,5,1,0,2
19,1,1,0,3
19,5,1,0,4
19,1,1,1,5
19,5,1,1,6
19,4,0,0,7
19,0,0,0,8
19,0,0,1,9
19,2,0,1,10
19,2,0,0,11
20,0,0,0,1
20,5,1,0,2
20,3,1,0,3
20,1,1,1,4
20,5,1,0,5
20,5,1,0,6
20,4,0,0,7
20,2,0,0,8
20,4,0,1,9
21,2,0,0,1
21,4,0,0,2
21,0,0,1,3
21,0,0,1,4
21,3,1,0,5
21,4,0,1,6
21,2,0,1,7
21,2,0,1,8
21,0,0,1,9
21,3,1,1,10
21,2,0,1,11
21,1,1,1,12
21,1,1,1,13
22,5,1,0,1
22,4,0,1,2
22,2,0,1,3
22,1,1,0,4
22,3,1,0,5
22,4,0,0,6
22,4,0,0,7
22,0,0,0,8
22,0,0,0,9
22,0,0,1,10
22,2,0,1,11
22,0,0,1,12
22,1,1,0,13
22,2,0,1,14
22,4,0,1,15
22,1,1,1,16
22,2,0,1,17
22,4,0,1,18
22,2,0,1,19
22,0,0,1,20
22,5,1,0,21
23,2,0,1,1
23,5,1,0,2
23,4,0,1,3
23,5,1,0,4
23,0,0,1,5
23,3,1,0,6
23,0,0,1,7
23,4,0,1,8
23,0,0,1,9
23,4,0,0,10
23,2,0,1,11
23,3,1,0,12
23,4,0,1,13
23,1,1,1,14
24,1,1,0,1
24,1,1,0,2
24,2,0,0,3
24,1,1,1,4
24,0,0,1,5
24,5,1,0,6
24,3,1,0,7
24,5,1,0,8
24,0,0,1,9
24,5,1,1,10
24,1,1,1,11
24,2,0,1,12
25,2,0,0,1
25,3,1,0,2
25,1,1,0,3
25,0,0,1,4
25,4,0,0,5
25,0,0,1,6
25,4,0,0,7
25,5,1,0,8
25,5,1,0,9
25,2,0,1,10
25,4,0,0,11
25,3,1,0,12
26,3,1,1,1
26,5,1,0,2
26,4,0,0,3
26,2,0,1,4
26,3,1,1,5
26,3,1,0,6
26,4,0,0,7
26,1,1,1,8
26,4,0,1,9
27,0,0,0,1
27,2,0,0,2
27,5,1,0,3
27,3,1,1,4
27,0,0,1,5
27,1,1,1,6
27,2,0,0,7
27,3,1,0,8
27,1,1,0,9
27,3,1,1,10
27,0,0,0,11
27,4,0,0,12
28,2,0,0,1
28,4,0,0,2
28,0,0,1,3
28,5,1,1,4
28,4,0,0,5
28,1,1,1,6
28,5,1,1,7
28,2,0,0,8
29,3,1,1,1
29,2,0,0,2
29,0,0,1,3
29,5,1,0,4
29,4,0,0,5
29,5,1,0,6
29,2,0,1,7
29,2,0,0,8
29,0,0,0,9
29,4,0,1,10
29,0,0,1,11
29,5,1,1,12
30,2,0,0,1
30,2,0,0,2
30,1,1,0,3
30,1,1,1,4
30,3,1,1,5
30,4,0,0,6
30,3,1,0,7
30,1,1,1,8
30,4,0,0,9
30,2,0,1,10
31,3,1,0,1
31,4,0,0,2
31,2,0,0,3
31,3,1,0,4
31,1,1,1,5
31,4,0,0,6
31,2,0,1,7
31,2,0,0,8
31,0,0,1,9
31,4,0,0,10
31,4,0,1,11
31,3,1,1,12
32,2,0,1,1
32,0,0,0,2
32,2,0,0,3
32,0,0,1,4
32,5,1,0,5
32,0,0,1,6
32,2,0,1,7
32,4,0,1,8
32,2,0,1,9
32,4,0,1,10
32,5,1,0,11
32,0,0,1,12
32,3,1,0,13
32,5,1,0,14
32,0,0,1,15
32,1,1,1,16
33,1,1,1,1
33,1,1,0,2
33,2,0,0,3
33,0,0,1,4
33,1,1,0,5
33,2,0,0,6
33,5,1,0,7
33,0,0,1,8
33,2,0,1,9
33,0,0,1,10
33,5,1,0,11
34,1,1,0,1
34,0,0,1,2
34,0,0,0,3
34,1,1,1,4
34,5,1,0,5
34,3,1,0,6
34,5,1,0,7
34,4,0,0,8
34,1,1,0,9
34,3,1,0,10
34,1,1,1,11
34,3,1,1,12
34,1,1,0,13
34,5,1,0,14
34,3,1,1,15
34,3,1,1,16
34,1,1,1,17
34,4,0,0,18
34,1,1,1,19
34,4,0,0,20
35,5,1,0,1
35,3,1,1,2
35,1,1,1,3
35,2,0,0,4
35,3,1,0,5
35,2,0,0,6
35,4,0,0,7
35,1,1,0,8
35,3,1,1,9
35,0,0,0,10
35,3,1,1,11
35,4,0,0,12
36,1,1,0,1
36,5,1,0,2
36,5,1,0,3
36,3,1,1,4
36,4,0,0,5
36,0,0,0,6
36,2,0,0,7
36,5,1,1,8
36,5,1,0,9
36,3,1,0,10
36,3,1,0,11
36,1,1,1,12
36,5,1,1,13
36,5,1,1,14
36,1,1,1,15
36,0,0,1,16
36,5,1,1,17
36,5,1,1,18
36,4,0,0,19
37,0,0,0,1
37,2,0,0,2
37,2,0,0,3
37,5,1,0,4
37,5,1,0,5
37,3,1,0,6
37,4,0,0,7
37,1,1,1,8
37,1,1,1,9
37,1,1,1,10
37,3,1,1,11
37,5,1,0,12
37,2,0,0,13
37,2,0,0,14
38,1,1,1,1
38,5,1,0,2
38,1,1,1,3
38,0,0,1,4
38,1,1,1,5
38,4,0,0,6
38,0,0,1,7
38,4,0,0,8
38,1,1,1,9
39,1,1,0,1
39,0,0,1,2
39,5,1,0,3
39,2,0,0,4
39,0,0,0,5
39,2,0,0,6
39,5,1,0,7
39,1,1,1,8
39,5,1,1,9
39,5,1,1,10
39,0,0,1,11
39,1,1,1,12
39,5,1,1,13
39,2,0,1,14
40,3,1,0,1
40,1,1,0,2
40,2,0,0,3
40,3,1,0,4
40,1,1,1,5
40,4,0,0,6
40,1,1,1,7
40,4,0,0,8
40,3,1,1,9
40,3,1,1,10
40,3,1,1,11
40,0,0,1,12
40,4,0,0,13
41,1,1,0,1
41,5,1,0,2
41,4,0,0,3
41,3,1,1,4
41,2,0,1,5
41,5,1,1,6
41,4,0,0,7
41,1,1,1,8
41,5,1,0,9
41,5,1,1,10
41,0,0,1,11
42,5,1,0,1
42,0,0,0,2
42,2,0,0,3
42,4,0,0,4
42,3,1,0,5
42,4,0,0,6
42,1,1,1,7
42,0,0,1,8
42,1,1,1,9
42,3,1,0,10
43,4,0,0,1
43,0,0,1,2
43,2,0,0,3
43,1,1,0,4
43,0,0,1,5
43,4,0,1,6
43,1,1,1,7
43,5,1,0,8
43,0,0,1,9
43,4,0,0,10
43,4,0,1,11
43,1,1,0,12
43,3,1,1,13
44,3,1,1,1
44,5,1,0,2
44,5,1,1,3
44,3,1,0,4
44,1,1,1,5
44,4,0,0,6
44,4,0,0,7
44,4,0,0,8
44,5,1,0,9
44,2,0,0,10
44,1,1,1,11
44,0,0,1,12
45,5,1,0,1
45,0,0,0,2
45,1,1,1,3
45,1,1,1,4
45,0,0,1,5
45,5,1,0,6
45,1,1,1,7
45,5,1,0,8
45,0,0,1,9
45,2,0,0,10
45,1,1,1,11
45,3,1,0,12
45,4,0,1,13
46,2,0,0,1
46,3,1,1,2
46,2,0,0,3
46,5,1,0,4
46,2,0,0,5
46,1,1,1,6
46,1,1,1,7
46,0,0,1,8
46,4,0,0,9
47,1,1,0,1
47,0,0,0,2
47,4,0,0,3
47,2,0,1,4
47,4,0,0,5
47,5,1,0,6
47,1,1,1,7
47,4,0,0,8
47,2,0,1,9
47,3,1,0,10
47,4,0,1,11
47,4,0,0,12
47,5,1,0,13
48,3,1,0,1
48,0,0,0,2
48,5,1,0,3
48,2,0,0,4
48,5,1,0,5
48,2,0,1,6
48,4,0,0,7
48,1,1,1,8
48,2,0,1,9
48,0,0,1,10
48,3,1,1,11
49,2,0,0,1
49,5,1,0,2
49,0,0,0,3
49,5,1,0,4
49,1,1,1,5
49,2,0,0,6
49,0,0,0,7
49,0,0,1,8
49,0,0,1,9
49,4,0,0,10
49,1,1,1,11
49,1,1,1,12
50,5,1,0,1
50,4,0,0,2
50,2,0,1,3
50,1,1,0,4
50,0,0,1,5
50,4,0,0,6
50,5,1,0,7
50,1,1,0,8
50,2,0,0,9
50,5,1,0,10
51,3,1,0,1
51,2,0,0,2
51,1,1,1,3
51,1,1,0,4
51,2,0,0,5
51,1,1,0,6
51,3,1,1,7
51,1,1,1,8
51,5,1,0,9
51,1,1,0,10
51,1,1,1,11
51,2,0,0,12
51,3,1,1,13
51,3,1,1,14
51,0,0,0,15
51,4,0,1,16
52,1,1,0,1
52,0,0,0,2
52,3,1,0,3
52,2,0,0,4
52,1,1,1,5
52,0,0,1,6
52,3,1,0,7
52,0,0,0,8
52,5,1,0,9
52,0,0,0,10
52,4,0,0,11
53,3,1,0,1
53,4,0,0,2
53,0,0,1,3
53,5,1,0,4
53,5,1,0,5
53,0,0,0,6
53,3,1,1,7
53,1,1,1,8
53,2,0,0,9
53,1,1,0,10
53,4,0,0,11
54,2,0,1,1
54,3,1,0,2
54,0,0,1,3
54,5,1,0,4
54,5,1,0,5
54,1,1,1,6
54,2,0,0,7
54,4,0,0,8
54,4,0,0,9
54,4,0,0,10
54,2,0,1,11
54,2,0,1,12
54,1,1,1,13
55,3,1,0,1
55,5,1,0,2
55,1,1,1,3
55,5,1,0,4
55,1,1,1,5
55,5,1,0,6
55,3,1,0,7
55,5,1,1,8
55,3,1,1,9
55,3,1,1,10
55,4,0,0,11
55,1,1,1,12
55,0,0,0,13
55,4,0,0,14
55,1,1,1,15
55,4,0,0,16
55,5,1,1,17
55,0,0,1,18
56,3,1,0,1
56,2,0,0,2
56,5,1,1,3
56,3,1,0,4
56,5,1,0,5
56,2,0,0,6
56,3,1,0,7
56,0,0,0,8
56,4,0,1,9
57,2,0,0,1
57,0,0,0,2
57,1,1,0,3
57,5,1,0,4
57,5,1,0,5
57,5,1,0,6
57,5,1,1,7
57,0,0,1,8
57,3,1,1,9
57,2,0,0,10
57,4,0,1,11
58,3,1,0,1
58,5,1,0,2
58,4,0,0,3
58,4,0,0,4
58,1,1,0,5
58,0,0,1,6
58,1,1,1,7
58,3,1,1,8
58,4,0,0,9
59,4,0,0,1
59,5,1,0,2
59,1,1,1,3
59,4,0,0,4
59,3,1,0,5
59,4,0,0,6
59,5,1,0,7
59,1,1,1,8
59,1,1,1,9
59,3,1,1,10
59,5,1,0,11
59,2,0,1,12
60,1,1,1,1
60,1,1,0,2
60,5,1,0,3
60,4,0,0,4
60,1,1,0,5
60,5,1,0,6
60,4,0,0,7
60,4,0,0,8
60,5,1,1,9
60,5,1,1,10
60,5,1,1,11
60,2,0,0,12
60,5,1,1,13
60,2,0,1,14
61,1,1,1,1
61,2,0,1,2
61,4,0,0,3
61,3,1,0,4
61,0,0,1,5
61,2,0,1,6
61,1,1,0,7
61,4,0,1,8
61,2,0,1,9
61,5,1,0,10
61,0,0,1,11
61,0,0,1,12
61,3,1,1,13
62,1,1,1,1
62,5,1,0,2
62,2,0,1,3
62,2,0,1,4
62,5,1,0,5
62,2,0,0,6
62,5,1,0,7
63,3,1,1,1
63,2,0,1,2
63,1,1,1,3
63,5,1,0,4
63,2,0,0,5
63,1,1,0,6
63,1,1,1,7
63,5,1,0,8
63,1,1,1,9
63,4,0,1,10
64,2,0,0,1
