student_id,task,skill_id,success,step
0,0,0,1,1
0,2,0,0,2
0,2,1,0,2
0,4,1,1,3
0,4,1,0,4
0,0,0,1,5
0,4,1,1,6
0,4,1,1,7
0,1,1,0,8
0,0,0,0,9
0,3,0,0,10
0,2,0,1,11
0,2,1,1,11
1,4,1,1,1
1,2,0,0,2
1,2,1,0,2
1,2,0,0,3
1,2,1,0,3
1,4,1,0,4
1,5,0,0,5
1,5,1,0,5
1,1,1,1,6
1,3,0,0,7
1,4,1,0,8
1,4,1,0,9
1,5,0,1,10
1,5,1,1,10
2,4,1,1,1
2,3,0,0,2
2,2,0,1,3
2,2,1,1,3
2,3,0,0,4
2,3,0,1,5
2,5,0,0,6
2,5,1,0,6
2,5,0,1,7
2,5,1,1,7
3,3,0,1,1
3,1,1,1,2
3,1,1,0,3
3,1,1,0,4
3,0,0,1,5
3,0,0,1,6
3,3,0,1,7
3,5,0,0,8
3,5,1,0,8
3,0,0,1,9
3,4,1,1,10
4,0,0,1,1
4,1,1,0,2
4,1,1,0,3
4,4,1,0,4
4,1,1,1,5
4,2,0,1,6
4,2,1,1,6
4,5,0,0,7
4,5,1,0,7
4,4,1,0,8
4,5,0,0,9
4,5,1,0,9
4,4,1,1,10
4,2,0,1,11
4,2,1,1,11
5,0,0,0,1
5,3,0,0,2
5,2,0,0,3
5,2,1,0,3
5,2,0,1,4
5,2,1,1,4
5,5,0,0,5
5,5,1,0,5
5,3,0,1,6
5,4,1,0,7
5,0,0,1,8
5,3,0,1,9
5,3,0,1,10
5,1,1,1,11
5,5,0,0,12
5,5,1,0,12
6,4,1,0,1
6,5,0,1,2
6,5,1,1,2
6,4,1,0,3
6,4,1,1,4
6,3,0,0,5
6,4,1,1,6
6,2,0,1,7
6,2,1,1,7
6,4,1,1,8
6,1,1,1,9
6,2,0,1,10
6,2,1,1,10
6,2,0,0,11
6,2,1,0,11
7,1,1,0,1
7,1,1,1,2
7,2,0,0,3
7,2,1,0,3
7,1,1,1,4
7,5,0,1,5
7,5,1,1,5
7,3,0,1,6
7,0,0,1,7
8,3,0,0,1
8,2,0,1,2
8,2,1,1,2
8,3,0,0,3
8,1,1,1,4
8,1,1,1,5
8,5,0,1,6
8,5,1,1,6
9,5,0,0,1
9,5,1,0,1
9,1,1,1,2
9,4,1,1,3
9,0,0,1,4
9,5,0,1,5
9,5,1,1,5
9,3,0,1,6
10,3,0,1,1
10,1,1,1,2
10,1,1,1,3
10,1,1,1,4
10,4,1,1,5
10,2,0,1,6
10,2,1,1,6
10,2,0,1,7
10,2,1,1,7
10,5,0,1,8
10,5,1,1,8
11,5,0,0,1
11,5,1,0,1
11,1,1,1,2
11,2,0,0,3
11,2,1,0,3
11,3,0,0,4
11,0,0,0,5
11,3,0,1,6
11,1,1,1,7
11,5,0,0,8
11,5,1,0,8
11,0,0,1,9
11,1,1,1,10
12,2,0,0,1
12,2,1,0,1
12,0,0,1,2
12,4,1,0,3
12,3,0,1,4
12,1,1,1,5
12,5,0,1,6
12,5,1,1,6
12,4,1,0,7
13,1,1,0,1
13,4,1,0,2
13,1,1,0,3
13,2,0,0,4
13,2,1,0,4
13,0,0,1,5
13,3,0,1,6
13,3,0,0,7
13,3,0,1,8
13,2,0,0,9
13,2,1,0,9
13,1,1,1,10
13,2,0,1,11
13,2,1,1,11
14,4,1,0,1
14,1,1,1,2
14,2,0,0,3
14,2,1,0,3
14,3,0,1,4
14,3,0,1,5
14,3,0,1,6
14,1,1,0,7
14,3,0,1,8
14,2,0,1,9
14,2,1,1,9
14,1,1,1,10
15,3,0,0,1
15,2,0,0,2
15,2,1,0,2
15,4,1,1,3
15,5,0,1,4
15,5,1,1,4
15,5,0,0,5
15,5,1,0,5
15,2,0,1,6
15,2,1,1,6
16,5,0,0,1
16,5,1,0,1
16,2,0,0,2
16,2,1,0,2
16,1,1,1,3
16,4,1,0,4
16,5,0,0,5
16,5,1,0,5
16,4,1,1,6
16,5,0,0,7
16,5,1,0,7
16,2,0,1,8
16,2,1,1,8
16,2,0,0,9
16,2,1,0,9
16,5,0,1,10
16,5,1,1,10
17,4,1,1,1
17,2,0,0,2
17,2,1,0,2
17,5,0,0,3
17,5,1,0,3
17,2,0,1,4
17,2,1,1,4
17,0,0,1,5
17,5,0,0,6
17,5,1,0,6
17,0,0,0,7
18,1,1,0,1
18,2,0,0,2
18,2,1,0,2
18,3,0,0,3
18,0,0,1,4
18,0,0,1,5
18,2,0,0,6
18,2,1,0,6
18,3,0,0,7
18,0,0,1,8
18,5,0,0,9
18,5,1,0,9
18,1,1,1,10
18,3,0,1,11
18,5,0,0,12
18,5,1,0,12
18,0,0,1,13
18,4,1,1,14
19,5,0,0,1
19,5,1,0,1
19,1,1,1,2
19,5,0,0,3
19,5,1,0,3
19,4,1,1,4
19,1,1,1,5
19,2,0,1,6
